asin,brand,title,,,rating,review,totalReviews,prices
B07M94R4GF,Samsung,Samsung Galaxy J3 (2018) J337A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black (Renewed),,,3," So i got this Juning phone 3 days ago, and i started using it already, and i have no complains about this phone. Everything works well, i downloaded music as well and the built in speaker is super clear. As you can see it or hear on my video. You be the judge. Not just that, the apps works perfectly fine. And also before i forget, one thing that i ,ove about thins phone also is that it has BUILT in TORCH flashlight app already which we can use if or when there's a block out on a certain place that needs light.The quality of this JUNING phone is great i could not ask for more. Everything that i wrote and you've seen in the video is all true. Everything i say on my review is based on my personal experience for days that i have been using this juning phone. And lastly i will personally recommend this product to my family and friends. Its user friendly very easy to operate and Its really a great phone and its worth of your money as well too.I got this phone for free in return only of my honest and unbiased review of this product, I am writing what I experienced and only based of my experience, while using the JUNING PHONE. I would just like to thank sophie also, you are one of kind.",13,$88.98 
B07MCMGHB5,Motorola,"Motorola Moto E5 Play (16GB) 5.2"" HD Display, 4G LTE (GSM) Factory Unlocked XT1921-1 - International Model - Black (Renewed)",,,2.5,This phone arrived dead,10,$59.99 
B07MF3JM4T,Motorola,Motorola Moto One - Android One - 64 GB - 13+2 MP Dual Rear Camera - Dual SIM Unlocked Smartphone (at&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.9" HD+ Display - XT1941-3 - (International Version) (Black),,,3.9,Good phone but easy to break screen.This thing is also full of ads.Which Burns up your data plan.I wish there was a way to kill the ads.I think it is part of the interface.I had to reset it about every Two weeks.The ads eat up your memory on your phone to.Nice phone just to many flaws in it.,119,"$167.99,$249.99"
B07MF3Y8Y5,Motorola,Motorola G6 (XT1925) 32GB GSM Unlocked Android Smartphone (AT&T/T-Mobile/Mint) - Black (Renewed),,,3.9,"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",38,$119.96 
B07MGC6WVV,Samsung,"Samsung Galaxy Note 3 SM-N900T (32 GB, T-Mobile) (Renewed)",,,4.4,Phone would not turn on after charge all night,3,$139.95 
B07MK93MVZ,ASUS,ASUS ZenFone 5Q (ZC600KL-S630-4G-64G-BK) - 6??FHD 2160x1080 display - Quad-camera - 4GB RAM - 64GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Black (Renewed),,,4.3,"I needed to replace my cellphone. My cellphone that I have had for 3 years wasn't a smart phone, just regular. I looked around and studied and found this was the best low priced unlocked smart phone. I can use it on WiFi to play games and browse. I use the cellphone strictly for calls and texts. I haven't tried it for texting, but I find it works wonderfully for calls. I had to re-learn how to make and receive calls, since this is the first time I have used a smart phone. I have an android tablet that I enjoy so I find this android smartphone to be handy to take with me if I want to browse on WiFi when I am away from home. I used to take the tablet and the cellphone with me when I went out. Now they are combined in one unit. This android cellphone/tablet is slow for a quad-core OS. I guess it is the .5 G of RAM that limits how fast it goes. I am satisfied with it however, and bring a lithium battery pack along to plug into the smartphone when the battery gets low and I want to play games or browse.",9,$199.99 
B07MLBF9VS,Samsung,Samsung GALAXY S6 G920 32GB Unlocked GSM 4G LTE Octa-Core Smartphone - Black Sapphire (Renewed),,,3.1,The phone was just overall horrible,15,$137.99 
B07MN8QTK1,Motorola,"Motorola Moto G7 Play XT1952 32GB+2GB RAM 5.7"" Max Vision LTE Factory Unlocked (International Model, No Warranty) Deep Indigo",,,4,Wow!!!😱It the best phone ever. I got a case and a screen protector and my games show clear along with a nice camera but it will be best to take a picture outside so u can see it better😊,46,$134.00 
B07MR1PF21,Samsung,"Samsung - Galaxy Note 9 (Verizon) (Black, 128GB) (Renewed)",,,4.1,"The product delivery was fast. I received it 4 days after ordering. Don't be disappointed if the product is slow. For the money its worth and the brand, its not gonna be like a real galaxy or iPhone. The gps is having locating where you are and directions doesnt work. The apps takes a while to load. If you just want basic phone to call in and out and take pictures this phone is good for that.",36,$494.95 
B07MY7XPNZ,Motorola,AT&T Moto E5 Play with 16GB Memory Prepaid Cell Phone - Black - Carrier Locked to AT&T,,,3.5,worked 2 days and died,9,$77.00 
B07MZ2TRTC,Sony,Sony Xperia 10 Plus Unlocked Smartphone - US Warranty,,,3.2,This is not a good devise I do not recommend it to any one it just waste your money . I bought last week when I got it I found out it did not work . It is not unlocked . No no no . It is locked .,71,"$378.00,$429.99"
B07N11SM58,Nokia,Nokia 9 PureView - Android 9.0 Pie - 128 GB - Single SIM Unlocked Smartphone (at&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.99" QHD+ Screen - Qi Wireless Charging - Midnight Blue - U.S. Warranty,,,3.5,This phone arrived dead,48,"$570.00,$699.00"
B07N2GXR7K,Samsung,"Samsung Galaxy J7 2018 (16GB) J737A - 5.5in HD Display, Android 8.0, Octa-core 4G LTE at&T Unlocked Smartphone (Black) (Renewed)",,,3.8,Good phone but easy to break screen.This thing is also full of ads.Which Burns up your data plan.I wish there was a way to kill the ads.I think it is part of the interface.I had to reset it about every Two weeks.The ads eat up your memory on your phone to.Nice phone just to many flaws in it.,19,$110.00 
B07N4M412B,Samsung,Samsung Galaxy S10 Factory Unlocked Phone with 128GB - Prism Black,,,4,"I bought this phone "" 5.5""unlocked GSM phone"" and shipped to Africa , but this phone never work...I waisted my money",750,"$799.99,$899.99"
B07N5MGYPS,ASUS,ASUS ZenFone Max M1 (ZB555KL-S425-2G16G-BK) - 5.5??HD+ 2GB RAM 16GB storage LTE Unlocked Dual SIM Cell phone - US Warranty - Deepsea Black (Renewed),,,4.5,Phone would not turn on after charge all night,2,$79.95 
B07N6N7JP3,Xiaomi,"Xiaomi MI Mix 3 (128GB, 6GB) 6.39"" Display, Dual SIM 4G LTE GSM Unlocked Multi-Functional Magnetic Slider Smartphone w/Wireless Charging Pad (Black)",,,4.2,"I needed to replace my cellphone. My cellphone that I have had for 3 years wasn't a smart phone, just regular. I looked around and studied and found this was the best low priced unlocked smart phone. I can use it on WiFi to play games and browse. I use the cellphone strictly for calls and texts. I haven't tried it for texting, but I find it works wonderfully for calls. I had to re-learn how to make and receive calls, since this is the first time I have used a smart phone. I have an android tablet that I enjoy so I find this android smartphone to be handy to take with me if I want to browse on WiFi when I am away from home. I used to take the tablet and the cellphone with me when I went out. Now they are combined in one unit. This android cellphone/tablet is slow for a quad-core OS. I guess it is the .5 G of RAM that limits how fast it goes. I am satisfied with it however, and bring a lithium battery pack along to plug into the smartphone when the battery gets low and I want to play games or browse.",57,$364.90 
B07N7M2P59,Samsung,Samsung Galaxy S8 Active G892U 5.8" Android 64GB T-Mobile Smartphone - Meteor Gray (Renewed),,,3,The phone was just overall horrible,4,$254.99 
B07N7M7VBV,Samsung,Samsung Galaxy Note 9 SM-N960U 128GB Unlocked (Silver) (Renewed),,,4,Wow!!!😱It the best phone ever. I got a case and a screen protector and my games show clear along with a nice camera but it will be best to take a picture outside so u can see it better😊,36,$550.95 
B07N91S9MW,Motorola,"Moto G7 ??Unlocked ??64 GB ??Ceramic Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro",,,4,"The product delivery was fast. I received it 4 days after ordering. Don't be disappointed if the product is slow. For the money its worth and the brand, its not gonna be like a real galaxy or iPhone. The gps is having locating where you are and directions doesnt work. The apps takes a while to load. If you just want basic phone to call in and out and take pictures this phone is good for that.",178,"$249.99,$299.99"
B07N9LN3RC,Motorola,Motorola G7 Play 32GB GSM Nano-SIM Phone w/ 13MP Camera - Deep Indigo,,,3.4,worked 2 days and died,7,"$160.28,$199.99"
B07N9M9FX4,Motorola,"Moto G7 ??Unlocked ??64 GB ??Ceramic Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",,,4.2,This is not a good devise I do not recommend it to any one it just waste your money . I bought last week when I got it I found out it did not work . It is not unlocked . No no no . It is locked .,43,
B07NDL1D58,HUAWEI,"Huawei Y7 2019 (32GB, 3GB) 6.26"" Dewdrop Display, 4000 mAh Battery, 4G LTE GSM Dual SIM Factory Unlocked Smartphone (Dub-LX3) - International Version, No Warranty (Blue)",,,4.4,Phone was too slow. Had a defect.,94,"$150.00,$179.99"
B07NGDHMKL,HUAWEI,HUAWEI P Smart 2019 Pot-LX3 32GB Unlocked GSM 4G LTE Dual Camera (13MP+2MP) Phone - Coral Red ??https://www.amazon.com/HUAWEI-Smart-Pot-LX3-Unlocked-Camera/dp/B07NGDHMKL,,,https://www.amazon.com/product-reviews/B07NGDHMKL," Android Lollipop on a budget. This phone is great. It keeps the pre-installed apps at a minimum but gives you what you need at the same time. I won't list all of the specs of the phone here as you can see them on the product page. But I will tell you that this is a nice looking phone, it has smooth features and doesn't feel cheap. The camera is awesome, front and rear facing cameras too. The screen on this is clear and responsive to touch. I have owned many phones and this has the functionality of the higher end phones without the price tag. This is actually less expensive than most deductibles on phone insurance policies and then they give you a refurbished phone anyway. Checkout the pictures and video for more details on the user experience. The image of the two phones show the Juning (white) next to an iPhone 5 (black) for comparison.I received this product at a discount in exchange for my honest review.",$199.99 ,
B07NGNPX4J,Samsung,Samsung - Galaxy Note 9 (AT&T) - (Factory Unlocked) Ocean Blue - 128 GB (Renewed),,,5," So i got this Juning phone 3 days ago, and i started using it already, and i have no complains about this phone. Everything works well, i downloaded music as well and the built in speaker is super clear. As you can see it or hear on my video. You be the judge. Not just that, the apps works perfectly fine. And also before i forget, one thing that i ,ove about thins phone also is that it has BUILT in TORCH flashlight app already which we can use if or when there's a block out on a certain place that needs light.The quality of this JUNING phone is great i could not ask for more. Everything that i wrote and you've seen in the video is all true. Everything i say on my review is based on my personal experience for days that i have been using this juning phone. And lastly i will personally recommend this product to my family and friends. Its user friendly very easy to operate and Its really a great phone and its worth of your money as well too.I got this phone for free in return only of my honest and unbiased review of this product, I am writing what I experienced and only based of my experience, while using the JUNING PHONE. I would just like to thank sophie also, you are one of kind.",2,$519.00 
B07NL58M5L,ASUS,ASUS ZenFone Max Pro (M2) (ZB631KL) 4GB / 128GB 6.3-inches LTE Dual SIM Factory Unlocked - International Stock No Warranty (Cosmic Titanium),,,4.5," This phone is pretty neat. For the price, it’s impressive – especially because it is unlocked and can be used with any carrier that has a large SIM card. This phone does not support 4G LTE internet, but does support 3G. This only means that the internet is a tad slower than some other phones that support 4G. It operates much like other android/google phones that I have come into contact with. It features a quad core processor, 1GB RAM, a 2.0 megapixel front camera and 5.0 megapixel back camera. It also includes dual flash, one on the front and one on the back which is pretty impressive. Wifi is enabled and it can be run off the wifi at home if there is no SIM card currently available. The back of the phone is very flexible but thin so be careful taking the back off – there is a small piece of tape over the battery connector to make sure the battery is charged before use. There are currently no cases available for the phone so be careful when handling it, overall, I’m very happy with the phone. It does everything that I need it to do and is an affordable alternative to shopping at the store (where its more expensive). It supports many apps, its a mobile hotspot, Youtube, Facebook, emails, messaging, Bluetooth, music, and more!Pros:• Affordability• Functionality (Wifi + Data)• Can be used on most carriers• Huge screen• Front and back flash• Quad core processor• Comes with a screen protector and clear case• Large font optionsCons:• Lack of cases and accessories for the phone• Camera quality could be improved• Support for 4G would be nice• Very slight sound distortion when using speakers all the way up for musicI would definitely repurchase this, it is perfect for my mother who uses her phone at work and to message on Facebook.I received this item for free in exchange for an honest, unbiased, and authentic review. I have thoroughly tested any product I review - I take pride in informing potential customers about the perks and flaws of products. I have no affiliation with the seller and am not obligated to leave a positive review.",12,$259.99 
B07NLBGSY5,Samsung,AT&T Prepaid - Samsung Express Prime 3 with 16GB Memory Prepaid Cell Phone - Black,,,4.8," 5.5"" Phone Unlocked Dual Sim Quad Core-JUNING Android 5.1 Cellphone Blue arrived in good condition and good packaging.I am so excited to finally receive this cell phone, it will be a gift for my nephew back home. Once I received it, I immediately began to charge it and was able to start the phone successfully. The operating system works perfectly and all the necessary updates make for fast and smooth operation. The camera is very powerful and produces excellent pictures. The built in microphone is very good and records audio very clearly. The video record and playback function is seamless and smooth. I also like the size of the phone and it has a good solid feel and weight. This cell phone came with a screen protector already installed and additional screen protectors in the package. This cell phone is very easy to use. I especially like having a dual sim option so that I can have a my work phone number be separate from personal number. This phone is very affordable and looks great!I love this cell phone and would absolutely recommend it to anyone.I received this cell phone at a reduced or discounted price in exchange for my honest and unbiased review.",8,"$89.99,$99.99"
B07NLLFGTL,Samsung,Samsung Galaxy Note9 Smartphone 6.4" AT&T Android 512GB (Certified Refurbished) (Lilac Purple),,,1," Phone looks very nice, with a note equivilent hd screen. The OS is android 5.1, I am unsure if android 6.x is supported. Device has a light duty, slightly flimsy case, you will need to be careful taking it on and off as you could crack it while doing so. It also comes with a screen protector pre-applied so all you have to do is take the plastic bit off of the front and the screen protector is good to go. All of the software on the phone works fine, it has wifi, bluetooth, and sim signal. It has spots for 2 sim cards and 1 sd card, which will be great as an international phone if you plan on going out of the country. cameras both work fine, not super high MP but nothing to be worried about if a phone is your main camera. The phone is fast and I haven't had any trouble running basic apps over wifi like web browsers of facebook app. Basic games seem to work fine as well and run without a hitch. No downside that I can see outside of not being 4g/lte capable. Great phone for the price. Would love to get another one from same seller for my mother.I have received the item at a discounted price in exchange of my honest and unbiased review.",1,$664.95 
B07NMVTJPG,Apple,"Apple iPhone 6S Plus 5.5in 16GB GSM Unlocked Smartphone, Rose Gold (Renewed)",,,2.3,"I purchased this phone as a gift and we were very pleased with the packaging and the purchase. It was so easy to set up with a prepaid SIM card and ready to go. The battery lasts almost the entire day, it's beautiful and clear, and even came with a case, screen protector and headphibes. You can't beat that for a brand new Android, for the price. A lot of people confuse it for a high end phone at first glance. Not bad at all.",5,$207.99 
B07NNVLH1D,Samsung,"Samsung Galaxy A50 (64GB, 4GB RAM) 6.4"" Display, 25MP, Triple Camera, Global 4G LTE Dual SIM GSM Factory Unlocked A505G/DS (International Model w/ 64GB MicroSD Bundle) (White)",,,4.2,"worked well for a little while, however phone is unable to send or receive picture messages from the very beginning. what's weirder though is that the phone recieves adds at random, the camera app has adds, sometimes just random adds on the home screen and now that the phone is a week outside the return window it no longer charges at all. an absolute piece of garbage, don't waste your money",242,$242.00 
B07NP2Y82Q,Motorola,"Motorola Moto G7+ Plus (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model, No Warranty XT1965-2 (Deep Indigo)",,,4.2,I wrote more positive review for this phone but after having it bit longer. And have buy a second for my daughter both will be getting returned on Monday. The battery randomly drain even if on charger. And no apps running also can't buy replacement battery. Am a regular customer of Amazon generally have very little complaint on products when I but. DON'T waste your money.,78,$229.27 
B07NP3RD5H,Motorola,"Motorola Moto G7 (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1962-4 No Warranty (Ceramic Black)",,,4.2,"Not happy with this phone. Not able to get but 1 gh on this phone. I have been with T-Mobile for 5 years and been very satisfied with their service. Because this phone is foreign, neither TMobile or ATT were able to get a faster internet. It is very slow and very often says it cant open the page and says retry. Also, the screen of the phone began cracking within a week of having it. This phone is only good for making phone calls and texting.",71,$189.99 
B07NPRQYP1,Motorola,Moto G7 Power - Unlocked - 64 GB - Marine Blue (No Warranty) - International Model (GSM Only),,,4,Junk,316,"$192.99,$299.99"
B07NQGV37P,Motorola,"Motorola Moto G7 Power, Dual SIM 6.2"" (GSM Only) Factory Unlocked US & Global 4G LTE International Model XT1955 (Black, 64GB)",,,3.9,Positive: Large screen is good for senior people. Cheap. Maybe ok for those people who don't use phone quite oftenNegative: doesn't cover WCDMA band in US. Only supports GSM network in US though it says WCDMA. Runs quite slow so that I have to slow down entering characters...,100,$192.99 
B07NQNJ8XK,Samsung,Samsung Galaxy S9+ G965U 64GB Midnight Black - Sprint(Renewed),,,3.3,"I ordered two of these based on the reviews..however I am very disappointed as they don't work as advertised, especially the camera and video functionality. I do not recommend and will be returning them.",5,$419.95 
B07NRCRFVJ,Samsung,Samsung Galaxy Note8 Certified Pre-Owned Factory Unlocked Phone - 64GB - Black (1 Year Samsung U.S. Warranty),,,5," This phone is a very pretty looking phone. It offers a slim profile however still great battery length. The quality is great. I was really satisfied with both the video and sound the phone offers. I have to say the color of the phone is one of my favorite features. It's not a tacky gold color. It don't appear cheap. It's actually more of a flat yet metallic look. The phone is very comfortable to hold and definitely isn't heavy. The battery, sim card slot, and SD slot are very easy to access and use. For me, this is very beneficial as I have to swap batteries often since I have to be on mobile web many hours a day. I often have to store photos and files on the SD cards for work. I also flip my sim cards between phones for work as well. This phone made things more convenient for me. The next favorite feature is the hot spot and tethering. I tether often with work and home life. I live in a town where the internet is very slow, and when I turn my tethering on, I can accomplish all my tasks faster than if I had just used my home wifi. The phone comes preloaded with both apps and quick load tabs. If your a busy person on the run like I am, these features are lifesavers. I often have to swap back and forth between four apps, and use many internet pages all day long. The fast tabs stop you from typing in URLs incorrectly. This phone helps me in both my personal and work life. The phone holds signal better than the prepaid phone I use. The battery life seems to last longer as well. I really enjoy this phone. I've enclosed a video to see the features of the phone. I would recommend this phone. I received this phone for free or at a reduced rate in exchange for my honest opinion.",1,"$452.49,$547.49"
B07NVWSTHP,Motorola,Motorola Moto Z3 Play 32GB XT1929-3 Deep Indigo - Sprint (Renewed),,,5,"Let me begin by saying that this is a wonderful cellphone. I was just impressed with all the quality, features and capabilities that it has. It's very comparable to leading Smartphones and IOS in the market today but at a reasonable price. When i opened the box, it contained all the accessories i need for the cellphone, you name it USB charger, manual, battery pack, headphones and also has extra case and screen protector that normally won't be included when you buy other cellphones. I love that it has dual camera, 2MP on the front and 5MP on back. This smartphone has all the features you would want like camera, messaging, bluetooth capability, WIFI, clock, calculator, wallpapers, calendar, email, GPS, FM, 3G and most of all can download tons of apps in the Play Store. I got the white color and just loves it, very light and thin, it downloads apps quickly, has very responsive touchscreen as well. I received this Smartphone at discount for an honest and unbiased review. All my reviews are completely my own and are based on my overall personal experience using the product. I leave reviews to help other customers make good buying decisions. I definitely would recommend this cellphone. What an excellent buy for what you get all in the package, plus it's unlocked so you can use it with any GSM providers. Not to mention it also has dual sim card slot and with great coverage. I'm very pleased with my new cellphone. It's definitely an Awesome buy!!!",1,$189.95 
B07NWKP41X,Samsung,"Samsung Galaxy S10+ Plus 512GB / 8GB RAM SM-G975F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Ceramic White)",,,4.4,"When I received this phone, I was very Impressed and the color are very cool we never had a color blue phone.Before I give the review I used it and I did try how good it is . For my own experience this phone it has a very bright and clear display and I really like thin frame ,light weight easy to hold very good quality super love love it..*** Lets talk about making a call ***This phone Has a very clear high quality sound when making and receiving calls I love to use it. Has a good signal reception works great to my T-Mobile prepaid simcard. I don't have any problem if I want to connect to the internet or free public Wifi very easy to access.I downloaded some Apps Amazon shopping , Messenger, Pandora and Farm heroes super saga etc. very fast Using this phone .***Camera Dual Camera and Dual Flash 2.0MP FRONT and 5.0MP Back *** clear and makes a good quality picture perfect for selfie.*** Dual simcard one slot for a regular simcard the one slot for the mini simcard and micro sd card on the bottom slot*** Bluetooth *** easy to pairing*** 5.5"" screen perfect for watching movie video and playing games *****I Purchased this product at a discounted price to exchange my honest review overall the phone has a great features I can highly recommend. I'm very satisfied with this juning 5.5 unlocked smartphone if I have any problem I will review it again. 5.5"" Phone Unlocked Dual Sim Quad Core-JUNING Android 5.1 Cellphone BluePackage came with : Phone name brand :Juning 5.5 ( MODEL :Z8 )1X CHARGER1X MANUAL1X USB1X CASE1X HEADSET1X SCREEN PROTECTOR",18,$815.00 
B07NYBD9DW,Motorola,Moto X4 Android One Edition - 64GB - Black - Unlocked,,,4.2," This phone is pretty neat. For the price, it’s impressive – especially because it is unlocked and can be used with any carrier that has a large SIM card. This phone does not support 4G LTE internet, but does support 3G. This only means that the internet is a tad slower than some other phones that support 4G. It operates much like other android/google phones that I have come into contact with. It features a quad core processor, 1GB RAM, a 2.0 megapixel front camera and 5.0 megapixel back camera. It also includes dual flash, one on the front and one on the back which is pretty impressive. Wifi is enabled and it can be run off the wifi at home if there is no SIM card currently available. The back of the phone is very flexible but thin so be careful taking the back off – there is a small piece of tape over the battery connector to make sure the battery is charged before use. There are currently no cases available for the phone so be careful when handling it, overall, I’m very happy with the phone. It does everything that I need it to do and is an affordable alternative to shopping at the store (where its more expensive). It supports many apps, its a mobile hotspot, Youtube, Facebook, emails, messaging, Bluetooth, music, and more!Pros:• Affordability• Functionality (Wifi + Data)• Can be used on most carriers• Huge screen• Front and back flash• Quad core processor• Comes with a screen protector and clear case• Large font optionsCons:• Lack of cases and accessories for the phone• Camera quality could be improved• Support for 4G would be nice• Very slight sound distortion when using speakers all the way up for musicI would definitely repurchase this, it is perfect for my mother who uses her phone at work and to message on Facebook.I received this item for free in exchange for an honest, unbiased, and authentic review. I have thoroughly tested any product I review - I take pride in informing potential customers about the perks and flaws of products. I have no affiliation with the seller and am not obligated to leave a positive review.",166,$344.45 
B07NZ98856,Nokia,Nokia 3 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.0" HD Screen - Copper,,,3.1," 5.5"" Phone Unlocked Dual Sim Quad Core-JUNING Android 5.1 Cellphone Blue arrived in good condition and good packaging.I am so excited to finally receive this cell phone, it will be a gift for my nephew back home. Once I received it, I immediately began to charge it and was able to start the phone successfully. The operating system works perfectly and all the necessary updates make for fast and smooth operation. The camera is very powerful and produces excellent pictures. The built in microphone is very good and records audio very clearly. The video record and playback function is seamless and smooth. I also like the size of the phone and it has a good solid feel and weight. This cell phone came with a screen protector already installed and additional screen protectors in the package. This cell phone is very easy to use. I especially like having a dual sim option so that I can have a my work phone number be separate from personal number. This phone is very affordable and looks great!I love this cell phone and would absolutely recommend it to anyone.I received this cell phone at a reduced or discounted price in exchange for my honest and unbiased review.",6,"$79.00,$99.00"
B07NZVM3RN,Samsung,Samsung Galaxy S10e 128GB+6GB RAM SM-G970 Dual Sim 5.8" LTE Factory Unlocked Smartphone (International Model) (Prism Black),,,4.4," Phone looks very nice, with a note equivilent hd screen. The OS is android 5.1, I am unsure if android 6.x is supported. Device has a light duty, slightly flimsy case, you will need to be careful taking it on and off as you could crack it while doing so. It also comes with a screen protector pre-applied so all you have to do is take the plastic bit off of the front and the screen protector is good to go. All of the software on the phone works fine, it has wifi, bluetooth, and sim signal. It has spots for 2 sim cards and 1 sd card, which will be great as an international phone if you plan on going out of the country. cameras both work fine, not super high MP but nothing to be worried about if a phone is your main camera. The phone is fast and I haven't had any trouble running basic apps over wifi like web browsers of facebook app. Basic games seem to work fine as well and run without a hitch. No downside that I can see outside of not being 4g/lte capable. Great phone for the price. Would love to get another one from same seller for my mother.I have received the item at a discounted price in exchange of my honest and unbiased review.",124,$535.00 
B07NZVV9PL,Xiaomi,"Xiaomi Redmi GO (8GB) 5"" Display, Snapdragon 425, Global 4G LTE Dual SIM GSM Factory Unlocked - International Model (Black)",,,3.8,"I purchased this phone as a gift and we were very pleased with the packaging and the purchase. It was so easy to set up with a prepaid SIM card and ready to go. The battery lasts almost the entire day, it's beautiful and clear, and even came with a case, screen protector and headphibes. You can't beat that for a brand new Android, for the price. A lot of people confuse it for a high end phone at first glance. Not bad at all.",14,$68.00 
B07NZX5BKH,Samsung,"Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G975F/DS Dual Sim 6.4"" LTE Factory Unlocked Smartphone International Model, No Warranty (Prism Black)",,,4.4,"worked well for a little while, however phone is unable to send or receive picture messages from the very beginning. what's weirder though is that the phone recieves adds at random, the camera app has adds, sometimes just random adds on the home screen and now that the phone is a week outside the return window it no longer charges at all. an absolute piece of garbage, don't waste your money",269,"$774.50,$899.99"
B07NZXXZB2,Samsung,Samsung Galaxy S10 128GB+8GB RAM SM-G973F/DS Dual Sim 6.1" LTE Factory Unlocked Smartphone (International Model No Warranty) (Prism White),,,4.3,I wrote more positive review for this phone but after having it bit longer. And have buy a second for my daughter both will be getting returned on Monday. The battery randomly drain even if on charger. And no apps running also can't buy replacement battery. Am a regular customer of Amazon generally have very little complaint on products when I but. DON'T waste your money.,203,$695.00 
B07P6Y7954,Apple,"Apple iPhone XR, 64GB, Black - Fully Unlocked (Renewed)",,,4.3,"Not happy with this phone. Not able to get but 1 gh on this phone. I have been with T-Mobile for 5 years and been very satisfied with their service. Because this phone is foreign, neither TMobile or ATT were able to get a faster internet. It is very slow and very often says it cant open the page and says retry. Also, the screen of the phone began cracking within a week of having it. This phone is only good for making phone calls and texting.",368,"$618.95,$749.99"
B07P6Y8L3F,Apple,"Apple iPhone XR, 64GB, Red - Fully Unlocked (Renewed)",,,4.3,Junk,368,$579.99 
B07P8MQHSH,Google,Google - Pixel 3 with 64GB Memory Cell Phone (Unlocked) - Just Black,,,3.7,Positive: Large screen is good for senior people. Cheap. Maybe ok for those people who don't use phone quite oftenNegative: doesn't cover WCDMA band in US. Only supports GSM network in US though it says WCDMA. Runs quite slow so that I have to slow down entering characters...,18,"$475.99,$799.00"
B07PC21HKM,Samsung,Samsung Galaxy S9+ SM-G9650 Dual Sim 128GB 6GB RAM 6.2" Super AMOLED Factory Unlocked - No Warranty (Sunrise Gold) (Renewed),,,1,"I ordered two of these based on the reviews..however I am very disappointed as they don't work as advertised, especially the camera and video functionality. I do not recommend and will be returning them.",1,$399.99 
B07PGWBKR2,HUAWEI,Huawei Y6 2019 MRD-LX3 6.09" Dewdrop Display 32GB 2GB RAM Dual SIM 13MP+ 8MP A-GPS Fingerprint Factory Unlocked No Warranty US (Black),,,4.2," This phone is a very pretty looking phone. It offers a slim profile however still great battery length. The quality is great. I was really satisfied with both the video and sound the phone offers. I have to say the color of the phone is one of my favorite features. It's not a tacky gold color. It don't appear cheap. It's actually more of a flat yet metallic look. The phone is very comfortable to hold and definitely isn't heavy. The battery, sim card slot, and SD slot are very easy to access and use. For me, this is very beneficial as I have to swap batteries often since I have to be on mobile web many hours a day. I often have to store photos and files on the SD cards for work. I also flip my sim cards between phones for work as well. This phone made things more convenient for me. The next favorite feature is the hot spot and tethering. I tether often with work and home life. I live in a town where the internet is very slow, and when I turn my tethering on, I can accomplish all my tasks faster than if I had just used my home wifi. The phone comes preloaded with both apps and quick load tabs. If your a busy person on the run like I am, these features are lifesavers. I often have to swap back and forth between four apps, and use many internet pages all day long. The fast tabs stop you from typing in URLs incorrectly. This phone helps me in both my personal and work life. The phone holds signal better than the prepaid phone I use. The battery life seems to last longer as well. I really enjoy this phone. I've enclosed a video to see the features of the phone. I would recommend this phone. I received this phone for free or at a reduced rate in exchange for my honest opinion.",8,"$125.00,$149.99"
B07PHQ7FBP,Sony,"Sony Xperia 1 Unlocked Smartphone 6.5"" 4K HDR OLED CinemaWide Display, 128GB - Black - (US Warranty)",,,4.2,"Let me begin by saying that this is a wonderful cellphone. I was just impressed with all the quality, features and capabilities that it has. It's very comparable to leading Smartphones and IOS in the market today but at a reasonable price. When i opened the box, it contained all the accessories i need for the cellphone, you name it USB charger, manual, battery pack, headphones and also has extra case and screen protector that normally won't be included when you buy other cellphones. I love that it has dual camera, 2MP on the front and 5MP on back. This smartphone has all the features you would want like camera, messaging, bluetooth capability, WIFI, clock, calculator, wallpapers, calendar, email, GPS, FM, 3G and most of all can download tons of apps in the Play Store. I got the white color and just loves it, very light and thin, it downloads apps quickly, has very responsive touchscreen as well. I received this Smartphone at discount for an honest and unbiased review. All my reviews are completely my own and are based on my overall personal experience using the product. I leave reviews to help other customers make good buying decisions. I definitely would recommend this cellphone. What an excellent buy for what you get all in the package, plus it's unlocked so you can use it with any GSM providers. Not to mention it also has dual sim card slot and with great coverage. I'm very pleased with my new cellphone. It's definitely an Awesome buy!!!",47,"$879.15,$949.99"
